"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0O860","2019-07-03 02:00:00","38.000","116.000","2.400","25.800","0.990","1002.600","-99.000","6.500","10.700","115.000","","26.400","","25.800",""
"C0X110","2019-07-03 02:00:00","20.000","146.000","3.400","27.100","0.990","1005.100","-99.000","8.000","12.200","198.000","","27.600","","26.700",""
"C0G620","2019-07-03 02:00:00","110.000","216.000","1.100","25.000","0.990","995.400","-99.000","1.500","-99.000","-99.000","-99.000","27.800","","25.000",""
"C0AD50","2019-07-03 02:00:00","84.000","104.000","1.500","25.400","1.000","997.900","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0A9A0","2019-07-03 02:00:00","24.000","0.000","0.000","25.600","0.980","1004.400","-99.000","17.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"C0O830","2019-07-03 02:00:00","127.000","159.000","1.700","24.600","0.950","993.700","-99.000","15.000","8.300","146.000","","25.500","","24.600",""
"C0S760","2019-07-03 02:00:00","1621.000","199.000","0.700","17.500","1.000","837.700","-99.000","3.500","-99.000","-99.000","-99.000","17.800","","17.500",""
"C0X160","2019-07-03 02:00:00","26.000","122.000","2.000","26.200","0.980","1004.400","-99.000","7.500","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0C490","2019-07-03 02:00:00","157.000","98.000","0.800","25.500","0.970","988.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"C0F970","2019-07-03 02:00:00","145.000","173.000","0.600","27.000","0.780","989.700","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.200",""
"C0M690","2019-07-03 02:00:00","33.000","172.000","1.400","26.200","0.900","1002.700","-99.000","4.000","-99.000","-99.000","-99.000","26.200","","25.100",""
"C0V690","2019-07-03 02:00:00","30.000","203.000","2.800","28.600","0.850","1004.200","-99.000","3.000","-99.000","-99.000","-99.000","28.700","","26.400",""
"C0Z210","2019-07-03 02:00:00","126.000","165.000","1.800","24.900","0.990","994.200","-99.000","0.000","10.200","189.000","","27.200","","24.900",""
"C0U770","2019-07-03 02:00:00","5.000","342.000","1.300","26.100","0.910","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0Z080","2019-07-03 02:00:00","298.000","265.000","0.500","24.000","0.930","974.400","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","24.000",""
"C0G640","2019-07-03 02:00:00","17.000","192.000","1.100","26.300","0.900","1006.600","-99.000","1.000","-99.000","-99.000","-99.000","26.700","","26.000",""
"C0X200","2019-07-03 02:00:00","61.000","102.000","1.500","25.000","0.990","1000.500","-99.000","12.000","-99.000","-99.000","-99.000","25.700","","25.000",""
"C0U900","2019-07-03 02:00:00","63.000","268.000","0.600","26.500","0.990","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.400",""
"C0Z230","2019-07-03 02:00:00","31.000","201.000","2.900","27.500","0.870","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.500",""
"C0A560","2019-07-03 02:00:00","405.000","0.000","0.000","24.300","1.000","960.400","-99.000","3.000","-99.000","-99.000","-99.000","24.400","","24.300",""
"C0X190","2019-07-03 02:00:00","10.000","178.000","2.300","27.800","1.000","1005.300","-99.000","8.000","11.300","189.000","","28.800","","26.700",""
"C0A880","2019-07-03 02:00:00","6.000","0.000","0.000","26.000","0.920","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.900",""
"C0I530","2019-07-03 02:00:00","3014.000","222.000","3.200","11.500","1.000","702.200","-99.000","0.500","-99.000","-99.000","-99.000","11.700","","11.100",""
"C0M670","2019-07-03 02:00:00","43.000","160.000","0.800","26.100","0.930","1001.300","-99.000","3.500","10.500","200.000","","26.100","","25.500",""
"C0Z061","2019-07-03 02:00:00","174.000","160.000","1.700","25.300","0.940","990.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","25.000",""
"C0M730","2019-07-03 02:00:00","40.000","168.000","0.400","26.500","0.950","1001.700","-99.000","2.500","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0U750","2019-07-03 02:00:00","398.000","33.000","5.800","23.900","1.000","962.700","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0K400","2019-07-03 02:00:00","65.000","198.000","1.700","26.700","0.960","999.800","-99.000","1.500","-99.000","-99.000","-99.000","26.700","","25.300",""
"C0I370","2019-07-03 02:00:00","671.000","166.000","0.300","22.600","0.970","934.600","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","22.500",""
"C0S750","2019-07-03 02:00:00","2280.000","311.000","0.400","14.500","1.000","773.300","-99.000","1.000","-99.000","-99.000","-99.000","14.600","","14.400",""
"C0E740","2019-07-03 02:00:00","27.000","239.000","2.600","28.100","0.790","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","28.100",""
"C0AI20","2019-07-03 02:00:00","25.000","110.000","1.400","25.600","0.940","1003.500","-99.000","8.000","-99.000","-99.000","-99.000","26.600","","25.600",""
"C0E550","2019-07-03 02:00:00","84.000","223.000","2.900","27.900","0.800","997.500","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.700",""
"C0X060","2019-07-03 02:00:00","19.000","148.000","4.700","25.100","0.990","1006.700","-99.000","13.500","9.800","146.000","","25.700","","25.100",""
"C0R510","2019-07-03 02:00:00","31.000","157.000","2.200","26.100","0.960","1004.300","-99.000","10.500","-99.000","-99.000","-99.000","26.300","","25.700",""
"C0AC60","2019-07-03 02:00:00","55.000","89.000","0.700","26.000","0.990","1000.600","-99.000","1.500","-99.000","-99.000","-99.000","26.300","","25.900",""
"C0UA70","2019-07-03 02:00:00","547.000","5.000","4.700","23.300","0.990","947.400","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.300",""
"C0G740","2019-07-03 02:00:00","24.000","153.000","4.200","25.600","0.930","1004.700","-99.000","9.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0F9N0","2019-07-03 02:00:00","75.000","139.000","0.700","28.000","0.780","998.400","-99.000","0.500","-99.000","-99.000","-99.000","29.600","","26.900",""
"C0F9T0","2019-07-03 02:00:00","111.000","168.000","1.700","26.700","0.870","994.300","-99.000","1.500","-99.000","-99.000","-99.000","29.300","","26.200",""
"C0S710","2019-07-03 02:00:00","382.000","0.000","0.200","22.700","0.960","966.200","-99.000","12.000","-99.000","-99.000","-99.000","24.300","","22.300",""
"C0M680","2019-07-03 02:00:00","37.000","170.000","2.000","26.100","0.920","1004.400","-99.000","3.500","8.500","93.000","","26.100","","25.500",""
"C0X220","2019-07-03 02:00:00","26.000","158.000","4.100","25.000","0.970","1004.000","-99.000","9.000","-99.000","-99.000","-99.000","25.500","","25.000",""
"C0R560","2019-07-03 02:00:00","22.000","133.000","2.700","26.200","-99.000","1005.400","-99.000","12.000","8.800","143.000","","27.200","","26.100",""
"C0F9P0","2019-07-03 02:00:00","26.000","201.000","3.200","27.100","0.890","1003.900","-99.000","0.500","13.100","204.000","","29.400","","26.800",""
"C0O970","2019-07-03 02:00:00","71.000","110.000","2.500","24.900","1.000","999.600","-99.000","4.500","10.100","170.000","","25.100","","24.900",""
"C0F0B0","2019-07-03 02:00:00","311.000","117.000","1.600","25.800","0.850","972.400","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.600",""
"C0R620","2019-07-03 02:00:00","34.000","231.000","3.300","25.400","0.960","1004.300","-99.000","4.500","8.800","247.000","","27.400","","25.300",""
"C0C660","2019-07-03 02:00:00","176.000","53.000","1.000","25.900","0.910","986.900","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.900",""
"C0M740","2019-07-03 02:00:00","15.000","178.000","2.400","25.900","0.950","1004.500","-99.000","3.500","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0K460","2019-07-03 02:00:00","60.000","195.000","2.500","26.600","0.850","998.900","-99.000","2.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0X100","2019-07-03 02:00:00","10.000","134.000","2.300","27.200","1.000","1004.000","-99.000","9.500","9.900","167.000","","27.800","","26.800",""
"C0AH90","2019-07-03 02:00:00","660.000","0.000","0.000","23.500","0.990","937.000","-99.000","2.500","-99.000","-99.000","-99.000","23.600","","23.500",""
"C0W150","2019-07-03 02:00:00","42.000","181.000","0.300","26.800","0.970","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.800",""
"C0K410","2019-07-03 02:00:00","20.000","175.000","2.400","25.700","0.950","1003.500","-99.000","4.000","-99.000","-99.000","-99.000","26.100","","25.400",""
"C0R140","2019-07-03 02:00:00","740.000","66.000","1.100","21.500","1.000","929.800","-99.000","22.000","-99.000","-99.000","-99.000","21.500","","21.300",""
"C0V800","2019-07-03 02:00:00","256.000","93.000","0.300","24.200","0.990","977.900","-99.000","20.500","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0S830","2019-07-03 02:00:00","288.000","182.000","1.300","26.300","0.790","976.000","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.100",""
"C0V640","2019-07-03 02:00:00","35.000","137.000","2.400","26.900","0.930","1003.100","-99.000","5.500","9.900","168.000","","27.300","","26.700",""
"C0K250","2019-07-03 02:00:00","12.000","191.000","3.300","25.200","0.980","1005.800","-99.000","9.500","-99.000","-99.000","-99.000","25.300","","25.000",""
"C0I410","2019-07-03 02:00:00","180.000","259.000","0.500","25.400","0.930","986.400","-99.000","0.500","-99.000","-99.000","-99.000","27.100","","24.800",""
"C0M410","2019-07-03 02:00:00","245.000","166.000","0.900","23.900","1.000","977.100","-99.000","11.000","-99.000","-99.000","-99.000","24.000","","23.700",""
"C0F9Z0","2019-07-03 02:00:00","3193.000","176.000","1.800","10.900","1.000","696.500","-99.000","0.000","-99.000","-99.000","-99.000","11.500","","10.800",""
"C0G810","2019-07-03 02:00:00","26.000","195.000","2.400","26.000","0.860","1002.200","-99.000","5.000","8.400","255.000","","27.400","","25.600",""
"C0U650","2019-07-03 02:00:00","442.000","263.000","0.800","24.200","0.990","958.700","-99.000","0.500","-99.000","-99.000","-99.000","24.300","","24.200",""
"C0D660","2019-07-03 02:00:00","65.000","206.000","1.300","26.900","0.840","998.900","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.600",""
"C0E540","2019-07-03 02:00:00","32.000","206.000","1.500","27.100","0.800","1002.800","-99.000","0.000","9.500","229.000","","28.500","","27.100",""
"C0W170","2019-07-03 02:00:00","42.000","167.000","2.700","26.800","0.920","999.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.800",""
"C0Z150","2019-07-03 02:00:00","27.000","233.000","1.400","26.800","0.900","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.600",""
"C0S840","2019-07-03 02:00:00","22.000","235.000","1.000","25.100","0.940","1007.500","-99.000","1.500","-99.000","-99.000","-99.000","25.800","","25.100",""
"C0H9A0","2019-07-03 02:00:00","1595.000","0.000","0.000","18.300","0.990","843.500","-99.000","0.000","-99.000","-99.000","-99.000","18.300","","17.900",""
"C0Z300","2019-07-03 02:00:00","182.000","0.000","0.000","24.700","1.000","988.200","-99.000","3.000","7.600","205.000","","27.700","","24.400",""
"C0G730","2019-07-03 02:00:00","27.000","185.000","2.400","25.900","0.960","1004.700","-99.000","3.500","-99.000","-99.000","-99.000","26.000","","25.400",""
"C0V730","2019-07-03 02:00:00","33.000","115.000","3.700","26.600","0.960","1004.000","-99.000","13.500","-99.000","-99.000","-99.000","27.900","","26.600",""
"C0S900","2019-07-03 02:00:00","27.000","168.000","9.500","26.900","0.890","1006.800","-99.000","5.500","16.300","198.000","","29.400","","26.000",""
"C0C480","2019-07-03 02:00:00","105.000","0.000","0.200","25.600","0.940","994.600","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0V720","2019-07-03 02:00:00","15.000","162.000","3.400","28.400","0.940","1005.600","-99.000","6.000","-99.000","-99.000","-99.000","29.200","","27.400",""
"C0UA60","2019-07-03 02:00:00","566.000","352.000","0.700","23.300","0.990","945.100","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0A980","2019-07-03 02:00:00","11.000","198.000","0.800","25.600","0.990","1006.100","-99.000","24.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0C670","2019-07-03 02:00:00","250.000","122.000","0.400","24.300","0.950","978.900","-99.000","0.500","-99.000","-99.000","-99.000","25.000","","24.300",""
"C0K550","2019-07-03 02:00:00","15.000","147.000","1.100","25.400","0.990","1005.400","-99.000","8.500","7.800","178.000","","25.700","","25.100",""
"C0R350","2019-07-03 02:00:00","35.000","213.000","6.000","25.000","-99.000","1003.200","-99.000","12.500","-99.000","-99.000","-99.000","27.000","","25.000",""
"C0T9F0","2019-07-03 02:00:00","251.000","265.000","0.800","25.600","0.840","979.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.000",""
"C0D390","2019-07-03 02:00:00","146.000","0.000","0.000","24.700","0.980","988.500","-99.000","1.000","-99.000","-99.000","-99.000","24.700","","24.600",""
"C0E430","2019-07-03 02:00:00","258.000","0.000","0.000","23.800","0.980","981.000","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.800",""
"C0O990","2019-07-03 02:00:00","18.000","145.000","1.700","25.400","0.990","1004.800","-99.000","8.000","-99.000","-99.000","-99.000","25.700","","25.400",""
"CM0010","2019-07-03 02:00:00","68.000","0.000","0.000","25.300","0.900","999.700","-99.000","8.500","-99.000","-99.000","-99.000","26.000","","25.300",""
"C0K500","2019-07-03 02:00:00","12.000","204.000","2.100","25.700","0.970","1004.300","-99.000","5.500","-99.000","-99.000","-99.000","26.400","","25.400",""
"C0X260","2019-07-03 02:00:00","39.000","181.000","5.200","25.400","0.960","1003.300","-99.000","8.000","13.200","190.000","","26.300","","25.400",""
"C0ACA0","2019-07-03 02:00:00","25.000","0.000","0.100","25.500","1.000","1003.100","-99.000","16.500","-99.000","-99.000","-99.000","26.000","","25.100",""
"C0X180","2019-07-03 02:00:00","62.000","107.000","2.100","25.400","0.990","999.800","-99.000","5.500","9.000","162.000","","25.700","","25.400",""
"C0F930","2019-07-03 02:00:00","100.000","159.000","1.000","26.500","1.000","995.200","-99.000","0.500","-99.000","-99.000","-99.000","29.600","","26.500",""
"C0I010","2019-07-03 02:00:00","1562.000","84.000","0.600","18.600","0.980","846.000","-99.000","1.500","-99.000","-99.000","-99.000","18.800","","18.300",""
"C0R190","2019-07-03 02:00:00","32.000","158.000","1.900","26.000","0.940","1003.500","-99.000","22.500","7.800","153.000","","26.800","","25.400",""
"C0E420","2019-07-03 02:00:00","19.000","189.000","0.900","28.200","0.730","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.000",""
"C0W160","2019-07-03 02:00:00","49.000","191.000","7.600","26.500","0.950","997.400","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.500",""
"C0I460","2019-07-03 02:00:00","110.000","248.000","1.700","26.600","0.860","994.600","-99.000","0.500","-99.000","-99.000","-99.000","28.500","","26.200",""
"C0A9F0","2019-07-03 02:00:00","35.000","0.000","0.000","25.800","1.000","1003.500","-99.000","9.500","-99.000","-99.000","-99.000","25.800","","25.400",""
"C0F9A0","2019-07-03 02:00:00","425.000","160.000","0.500","24.300","0.900","959.300","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.200",""
"C0O950","2019-07-03 02:00:00","4.000","150.000","0.900","27.100","0.930","1005.500","-99.000","5.000","7.100","151.000","","28.100","","26.600",""
"C0M760","2019-07-03 02:00:00","40.000","147.000","0.700","26.100","0.990","1002.500","-99.000","2.500","7.900","170.000","","26.400","","25.900",""
"C0AH70","2019-07-03 02:00:00","34.000","69.000","0.300","25.800","0.880","1003.500","-99.000","11.500","-99.000","-99.000","-99.000","26.200","","25.700",""
"C0V250","2019-07-03 02:00:00","298.000","198.000","2.200","23.300","0.990","975.500","-99.000","23.000","-99.000","-99.000","-99.000","23.500","","23.300",""
"C0U980","2019-07-03 02:00:00","573.000","241.000","1.500","23.200","1.000","944.800","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0S740","2019-07-03 02:00:00","289.000","210.000","1.600","23.300","1.000","976.500","-99.000","11.500","-99.000","-99.000","-99.000","24.700","","23.200",""
"C0A940","2019-07-03 02:00:00","49.000","0.000","0.000","24.200","0.990","1002.000","-99.000","25.000","-99.000","-99.000","-99.000","25.400","","24.100",""
"C0A920","2019-07-03 02:00:00","196.000","0.000","0.100","24.800","1.000","984.500","-99.000","6.500","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0T870","2019-07-03 02:00:00","135.000","0.000","0.000","24.900","0.970","991.500","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.900",""
"C0O930","2019-07-03 02:00:00","69.000","224.000","0.300","24.700","1.000","1000.300","-99.000","14.000","-99.000","-99.000","-99.000","25.200","","24.700",""
"C0C460","2019-07-03 02:00:00","482.000","0.000","0.000","22.700","0.990","954.300","-99.000","0.500","-99.000","-99.000","-99.000","22.900","","22.700",""
"C0E520","2019-07-03 02:00:00","320.000","196.000","1.500","25.000","0.910","971.900","-99.000","0.500","-99.000","-99.000","-99.000","25.000","","24.100",""
"C0T9D0","2019-07-03 02:00:00","7.000","158.000","0.800","26.100","0.990","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.800",""
"C0I390","2019-07-03 02:00:00","1184.000","58.000","0.300","20.500","0.970","882.800","-99.000","0.000","-99.000","-99.000","-99.000","20.600","","19.700",""
"C0B020","2019-07-03 02:00:00","86.000","160.000","0.300","24.300","0.990","995.600","-99.000","30.000","-99.000","-99.000","-99.000","26.600","","24.100",""
"CM0170","2019-07-03 02:00:00","106.000","110.000","0.900","24.700","0.950","995.900","-99.000","3.000","-99.000","-99.000","-99.000","25.400","","24.500",""
"C0Z250","2019-07-03 02:00:00","1124.000","262.000","0.600","20.800","0.970","886.900","-99.000","0.500","-99.000","-99.000","-99.000","20.800","","20.300",""
"C0K440","2019-07-03 02:00:00","35.000","188.000","2.600","24.800","0.980","1002.900","-99.000","3.500","-99.000","-99.000","-99.000","25.000","","24.800",""
"C0T900","2019-07-03 02:00:00","160.000","0.000","0.100","25.400","0.880","987.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.400",""
"C0F9V0","2019-07-03 02:00:00","525.000","194.000","1.900","24.300","0.890","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.300",""
"C0UA20","2019-07-03 02:00:00","2619.000","213.000","2.700","12.700","1.000","737.300","-99.000","0.000","-99.000","-99.000","-99.000","13.200","","12.700",""
"C0M850","2019-07-03 02:00:00","695.000","0.000","0.000","21.900","0.990","931.200","-99.000","19.500","-99.000","-99.000","-99.000","21.900","","21.700",""
"C0G790","2019-07-03 02:00:00","27.000","142.000","0.600","25.900","0.990","1006.000","-99.000","4.000","-99.000","-99.000","-99.000","28.100","","25.800",""
"C0C620","2019-07-03 02:00:00","19.000","0.000","0.000","26.300","0.960","1003.000","-99.000","0.500","-99.000","-99.000","-99.000","26.400","","26.200",""
"C0I360","2019-07-03 02:00:00","300.000","83.000","0.300","25.800","0.880","972.700","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.100",""
"C0R370","2019-07-03 02:00:00","55.000","338.000","0.500","23.900","-99.000","1003.700","-99.000","-99.000","-99.000","-99.000","-99.000","25.200","","23.900",""
"C0M810","2019-07-03 02:00:00","1354.000","0.000","0.000","18.800","0.990","863.600","-99.000","5.500","-99.000","-99.000","-99.000","18.800","","18.700",""
"C0AC80","2019-07-03 02:00:00","40.000","0.000","0.000","25.400","0.990","1002.200","-99.000","7.000","-99.000","-99.000","-99.000","25.800","","25.300",""
"CM0140","2019-07-03 02:00:00","26.000","235.000","2.800","29.100","0.730","1005.000","-99.000","0.500","8.300","223.000","","29.800","","26.800",""
"C0K490","2019-07-03 02:00:00","91.000","0.000","0.200","25.100","0.950","996.100","-99.000","2.500","-99.000","-99.000","-99.000","25.500","","24.400",""
"C0V820","2019-07-03 02:00:00","441.000","225.000","0.500","23.000","0.990","961.500","-99.000","13.500","-99.000","-99.000","-99.000","23.200","","22.900",""
"C0S810","2019-07-03 02:00:00","65.000","210.000","3.300","28.100","0.780","1002.400","-99.000","4.000","11.900","197.000","","28.600","","25.200",""
"C0Z330","2019-07-03 02:00:00","488.000","201.000","1.900","22.900","0.970","954.900","-99.000","0.000","8.500","223.000","","24.100","","22.800",""
"C0E590","2019-07-03 02:00:00","40.000","180.000","2.500","26.900","0.850","1001.100","-99.000","0.000","11.100","216.000","","29.100","","26.900",""
"C0D540","2019-07-03 02:00:00","227.000","157.000","0.300","23.900","0.980","982.000","-99.000","0.500","-99.000","-99.000","-99.000","24.300","","23.900",""
"C0K420","2019-07-03 02:00:00","42.000","221.000","2.700","25.900","1.000","1001.800","-99.000","2.500","11.000","191.000","","26.400","","25.600",""
"C0Z180","2019-07-03 02:00:00","34.000","98.000","0.400","27.100","0.860","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.800",""
"C0AD10","2019-07-03 02:00:00","27.000","211.000","1.100","26.600","0.980","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0M720","2019-07-03 02:00:00","225.000","133.000","2.000","26.100","0.820","981.800","-99.000","2.000","-99.000","-99.000","-99.000","26.100","","23.900",""
"C0V450","2019-07-03 02:00:00","51.000","171.000","3.400","26.900","0.990","1001.300","-99.000","13.000","-99.000","-99.000","-99.000","27.600","","26.000",""
"C0R280","2019-07-03 02:00:00","242.000","0.000","0.100","24.000","-99.000","980.800","-99.000","12.000","-99.000","-99.000","-99.000","24.400","","23.500",""
"C0E610","2019-07-03 02:00:00","850.000","230.000","1.000","21.700","0.890","915.100","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","21.700",""
"C0V610","2019-07-03 02:00:00","22.000","153.000","3.200","27.300","1.000","1004.300","-99.000","4.000","-99.000","-99.000","-99.000","27.600","","26.200",""
"C0Z310","2019-07-03 02:00:00","59.000","0.000","0.000","26.900","0.990","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.700",""
"C0S700","2019-07-03 02:00:00","507.000","287.000","1.000","22.700","0.980","953.100","-99.000","7.500","-99.000","-99.000","-99.000","23.300","","22.600",""
"C0T9G0","2019-07-03 02:00:00","605.000","0.000","0.000","23.600","0.990","943.100","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","23.300",""
"C0U520","2019-07-03 02:00:00","517.000","0.000","0.100","23.900","0.990","952.400","-99.000","1.000","-99.000","-99.000","-99.000","24.000","","23.800",""
"C0R400","2019-07-03 02:00:00","15.000","147.000","0.800","26.400","-99.000","1006.300","-99.000","15.000","-99.000","-99.000","-99.000","26.900","","24.900",""
"C0G660","2019-07-03 02:00:00","27.000","152.000","2.100","25.800","0.940","1005.400","-99.000","3.500","7.200","136.000","","26.900","","25.500",""
"C0W140","2019-07-03 02:00:00","21.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U720","2019-07-03 02:00:00","1260.000","0.000","0.200","20.900","0.990","884.000","-99.000","0.000","-99.000","-99.000","-99.000","21.100","","20.800",""
"C0X150","2019-07-03 02:00:00","18.000","138.000","2.000","26.300","1.000","1006.300","-99.000","10.500","8.500","216.000","","26.500","","26.200",""
"C0Z050","2019-07-03 02:00:00","830.000","177.000","0.300","21.900","1.000","919.000","-99.000","2.000","-99.000","-99.000","-99.000","22.400","","20.900",""
"C0I490","2019-07-03 02:00:00","1601.000","52.000","1.200","17.500","0.990","839.600","-99.000","0.500","-99.000","-99.000","-99.000","18.100","","17.500",""
"C0I090","2019-07-03 02:00:00","910.000","136.000","0.400","21.500","1.000","908.800","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","21.500",""
"C0X240","2019-07-03 02:00:00","394.000","171.000","2.400","24.300","0.910","964.600","-99.000","5.000","7.600","211.000","","25.800","","24.300",""
"C0E850","2019-07-03 02:00:00","104.000","230.000","1.300","26.100","0.880","994.100","-99.000","0.500","-99.000","-99.000","-99.000","26.100","","24.900",""
"C0T9B0","2019-07-03 02:00:00","558.000","347.000","0.500","24.600","0.840","946.700","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.700",""
"C0G650","2019-07-03 02:00:00","34.000","182.000","2.000","25.400","0.990","1002.800","-99.000","2.000","-99.000","-99.000","-99.000","26.600","","25.300",""
"C0K580","2019-07-03 02:00:00","26.000","199.000","1.400","25.600","0.950","1004.600","-99.000","4.500","8.400","173.000","","25.900","","25.400",""
"C0X050","2019-07-03 02:00:00","25.000","157.000","3.100","25.200","0.970","1003.600","-99.000","6.000","-99.000","-99.000","-99.000","25.900","","25.200",""
"CM0100","2019-07-03 02:00:00","25.000","223.000","1.700","27.900","0.780","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.200",""
"C0AC70","2019-07-03 02:00:00","71.000","0.000","0.000","25.400","1.000","999.000","-99.000","7.500","-99.000","-99.000","-99.000","25.800","","25.300",""
"CM0130","2019-07-03 02:00:00","11.000","151.000","5.200","27.800","0.850","1006.100","-99.000","5.500","12.400","172.000","","28.800","","26.600",""
"C0W110","2019-07-03 02:00:00","16.000","198.000","7.300","23.000","0.880","1003.900","-99.000","0.500","-99.000","-99.000","-99.000","23.900","","22.700",""
"C0X120","2019-07-03 02:00:00","28.000","146.000","4.000","25.800","0.990","1004.300","-99.000","12.500","9.300","143.000","","26.100","","25.800",""
"C0R100","2019-07-03 02:00:00","1006.000","198.000","1.800","20.500","0.990","900.400","-99.000","19.500","7.500","184.000","","20.700","","20.400",""
"C0C700","2019-07-03 02:00:00","151.000","128.000","1.400","25.200","0.930","989.900","-99.000","0.500","-99.000","-99.000","-99.000","26.000","","25.200",""
"C0W130","2019-07-03 02:00:00","18.000","178.000","3.400","26.300","0.910","1002.300","-99.000","10.500","-99.000","-99.000","-99.000","26.300","","25.300",""
"C0F9R0","2019-07-03 02:00:00","20.000","193.000","1.900","26.100","1.000","1005.000","-99.000","1.500","-99.000","-99.000","-99.000","28.100","","25.700",""
"C0V660","2019-07-03 02:00:00","25.000","115.000","1.700","26.300","0.960","1005.200","-99.000","4.500","8.300","173.000","","26.700","","26.100",""
"C0G780","2019-07-03 02:00:00","27.000","153.000","1.500","26.300","0.900","1003.500","-99.000","2.500","-99.000","-99.000","-99.000","27.600","","26.000",""
"C0C590","2019-07-03 02:00:00","72.000","120.000","0.400","26.200","0.940","997.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"C0I520","2019-07-03 02:00:00","3860.000","-99.000","-99.000","7.500","0.940","641.500","-99.000","-99.000","-99.000","-99.000","-99.000","7.600","","6.800",""
"C0E530","2019-07-03 02:00:00","341.000","218.000","1.500","24.800","0.870","968.200","-99.000","0.000","8.600","188.000","","27.000","","24.700",""
"C0M790","2019-07-03 02:00:00","15.000","210.000","0.900","25.900","0.910","1004.000","-99.000","2.000","9.100","160.000","","26.200","","25.300",""
"C0R130","2019-07-03 02:00:00","1040.000","0.000","0.200","20.100","0.990","894.300","-99.000","15.000","-99.000","-99.000","-99.000","20.100","","20.000",""
"C0AH30","2019-07-03 02:00:00","755.000","276.000","2.200","21.600","0.990","923.700","-99.000","13.000","-99.000","-99.000","-99.000","22.400","","21.600",""
"C0X170","2019-07-03 02:00:00","50.000","140.000","1.900","26.100","0.950","1001.000","-99.000","6.000","-99.000","-99.000","-99.000","26.300","","26.000",""
"C0K291","2019-07-03 02:00:00","8.000","153.000","2.000","25.800","0.970","1006.100","-99.000","7.500","8.100","148.000","","25.900","","25.500",""
