"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0I370","2019-07-03 00:00:00","671.000","0.000","0.000","22.500","0.960","934.800","-99.000","22.500","-99.000","-99.000","-99.000","30.000","","22.300",""
"C0S750","2019-07-03 00:00:00","2280.000","293.000","0.800","14.400","1.000","773.700","-99.000","7.000","-99.000","-99.000","-99.000","20.500","","14.000",""
"C0R650","2019-07-03 00:00:00","29.000","87.000","0.500","25.600","0.990","1006.000","-99.000","112.000","-99.000","-99.000","-99.000","31.400","","24.900",""
"C0E740","2019-07-03 00:00:00","27.000","240.000","1.400","28.000","0.810","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","25.300",""
"C0AI20","2019-07-03 00:00:00","25.000","129.000","3.500","26.600","0.930","1003.800","-99.000","6.500","-99.000","-99.000","-99.000","31.700","","26.600",""
"C0E550","2019-07-03 00:00:00","84.000","268.000","2.200","28.200","0.790","997.600","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.000",""
"C0X060","2019-07-03 00:00:00","19.000","145.000","2.600","25.300","0.990","1006.900","-99.000","31.500","-99.000","-99.000","-99.000","31.200","","24.900",""
"C0R510","2019-07-03 00:00:00","31.000","109.000","1.100","25.700","0.970","1004.800","-99.000","59.000","-99.000","-99.000","-99.000","31.000","","24.400",""
"C0AC60","2019-07-03 00:00:00","55.000","92.000","0.900","26.400","0.990","1000.700","-99.000","83.000","-99.000","-99.000","-99.000","33.000","","26.200",""
"C0UA70","2019-07-03 00:00:00","547.000","342.000","2.600","23.300","0.990","947.400","-99.000","9.000","-99.000","-99.000","-99.000","25.400","","23.300",""
"C0G740","2019-07-03 00:00:00","24.000","174.000","3.100","25.300","0.950","1005.300","-99.000","5.000","-99.000","-99.000","-99.000","32.300","","25.200",""
"C0F9N0","2019-07-03 00:00:00","75.000","221.000","0.700","29.100","0.730","998.600","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","28.600",""
"C0F9T0","2019-07-03 00:00:00","111.000","208.000","1.600","29.400","0.690","994.500","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","28.300",""
"C0S710","2019-07-03 00:00:00","382.000","222.000","1.100","24.200","0.890","966.800","-99.000","16.000","-99.000","-99.000","-99.000","27.400","","22.800",""
"C0M680","2019-07-03 00:00:00","37.000","167.000","2.400","25.300","0.960","1005.000","-99.000","9.000","-99.000","-99.000","-99.000","31.900","","25.100",""
"C0X220","2019-07-03 00:00:00","26.000","156.000","3.500","25.000","0.980","1004.200","-99.000","18.500","-99.000","-99.000","-99.000","30.300","","24.500",""
"C0R560","2019-07-03 00:00:00","22.000","120.000","0.600","27.400","-99.000","1005.700","-99.000","58.500","-99.000","-99.000","-99.000","30.200","","24.100",""
"C0F9P0","2019-07-03 00:00:00","26.000","203.000","2.800","29.400","0.760","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","29.000",""
"C0O970","2019-07-03 00:00:00","71.000","102.000","2.500","25.100","1.000","1000.000","-99.000","31.000","-99.000","-99.000","-99.000","30.200","","24.700",""
"C0F0B0","2019-07-03 00:00:00","311.000","253.000","0.500","25.700","0.900","972.800","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","25.100",""
"C0R620","2019-07-03 00:00:00","34.000","193.000","1.900","27.400","0.930","1004.700","-99.000","106.000","-99.000","-99.000","-99.000","28.700","","25.400",""
"C0C660","2019-07-03 00:00:00","176.000","57.000","0.300","26.200","0.890","987.000","-99.000","57.500","-99.000","-99.000","-99.000","32.200","","25.200",""
"C0M740","2019-07-03 00:00:00","15.000","172.000","3.100","25.200","0.980","1005.300","-99.000","13.000","-99.000","-99.000","-99.000","31.400","","25.000",""
"C0K460","2019-07-03 00:00:00","60.000","194.000","6.700","25.500","0.920","1000.100","-99.000","4.000","13.100","187.000","","32.200","","25.400",""
"C0X100","2019-07-03 00:00:00","10.000","141.000","2.400","27.900","0.950","1004.300","-99.000","18.000","-99.000","-99.000","-99.000","30.600","","26.400",""
"C0K560","2019-07-03 00:00:00","117.000","225.000","3.700","25.300","0.920","995.100","-99.000","1.000","-99.000","-99.000","-99.000","33.800","","25.300",""
"C0R150","2019-07-03 00:00:00","105.000","107.000","1.000","24.900","0.990","995.300","-99.000","84.500","-99.000","-99.000","-99.000","31.100","","24.200",""
"C0S690","2019-07-03 00:00:00","522.000","232.000","4.000","23.000","1.000","950.500","-99.000","40.500","9.300","223.000","","29.000","","22.700",""
"C0U870","2019-07-03 00:00:00","474.000","0.000","0.200","24.200","0.970","955.400","-99.000","9.500","-99.000","-99.000","-99.000","29.800","","23.900",""
"C0A520","2019-07-03 00:00:00","48.000","36.000","0.600","25.700","1.000","1001.800","-99.000","110.500","-99.000","-99.000","-99.000","33.400","","25.400",""
"C0X130","2019-07-03 00:00:00","27.000","134.000","2.400","26.100","1.000","1004.400","-99.000","29.500","-99.000","-99.000","-99.000","31.300","","25.900",""
"C0V400","2019-07-03 00:00:00","56.000","139.000","2.600","26.800","0.930","1000.700","-99.000","28.000","-99.000","-99.000","-99.000","29.500","","25.600",""
"C0UA40","2019-07-03 00:00:00","1121.000","0.000","0.100","20.700","0.990","886.700","-99.000","7.000","-99.000","-99.000","-99.000","26.900","","20.200",""
"C0G720","2019-07-03 00:00:00","50.000","191.000","8.400","26.100","0.980","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.100",""
"C0G890","2019-07-03 00:00:00","24.000","218.000","5.200","28.100","0.880","1004.200","-99.000","0.000","12.200","217.000","","33.100","","28.100",""
"C0I540","2019-07-03 00:00:00","3344.000","152.000","3.400","9.900","0.930","683.900","-99.000","-99.000","-99.000","-99.000","-99.000","16.400","","9.100",""
"C0K390","2019-07-03 00:00:00","31.000","175.000","6.000","25.700","0.990","1004.100","-99.000","1.500","-99.000","-99.000","-99.000","31.800","","25.700",""
"C0T9A0","2019-07-03 00:00:00","498.000","220.000","2.000","23.800","0.990","953.300","-99.000","10.000","-99.000","-99.000","-99.000","26.800","","22.600",""
"C0AH40","2019-07-03 00:00:00","426.000","37.000","0.800","24.300","0.980","959.800","-99.000","90.500","-99.000","-99.000","-99.000","31.700","","24.300",""
"C0X280","2019-07-03 00:00:00","22.000","155.000","1.600","26.200","0.950","1005.000","-99.000","13.500","-99.000","-99.000","-99.000","30.600","","25.400",""
"C0V620","2019-07-03 00:00:00","18.000","129.000","2.300","27.700","0.930","1005.500","-99.000","34.000","-99.000","-99.000","-99.000","29.900","","25.800",""
"C0H960","2019-07-03 00:00:00","120.000","190.000","2.200","28.800","0.740","992.300","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","27.400",""
"C0M530","2019-07-03 00:00:00","1385.000","211.000","1.400","19.000","0.990","866.500","-99.000","8.000","-99.000","-99.000","-99.000","23.200","","18.900",""
"C0R170","2019-07-03 00:00:00","26.000","159.000","1.200","25.500","1.000","1005.200","-99.000","63.500","8.300","80.000","","31.700","","24.100",""
"C0I420","2019-07-03 00:00:00","305.000","1.000","0.800","25.000","0.920","973.500","-99.000","0.500","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0A640","2019-07-03 00:00:00","241.000","0.000","0.000","24.700","0.970","982.600","-99.000","103.500","-99.000","-99.000","-99.000","31.300","","24.600",""
"C0A930","2019-07-03 00:00:00","216.000","104.000","0.600","24.200","1.000","981.700","-99.000","32.500","6.000","104.000","","30.800","","24.200",""
"C0F9M0","2019-07-03 00:00:00","230.000","177.000","1.300","28.100","0.670","981.000","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.500",""
"C0AC40","2019-07-03 00:00:00","1079.000","251.000","8.100","19.100","0.960","889.800","-99.000","36.000","-99.000","-99.000","-99.000","24.100","","19.100",""
"C0AI00","2019-07-03 00:00:00","188.000","110.000","0.400","25.300","0.980","985.900","-99.000","95.500","-99.000","-99.000","-99.000","31.300","","24.900",""
"C0T9M0","2019-07-03 00:00:00","92.000","313.000","0.900","25.900","0.890","997.900","-99.000","8.500","-99.000","-99.000","-99.000","29.900","","24.900",""
"C0K430","2019-07-03 00:00:00","30.000","155.000","6.300","25.200","0.940","1004.900","-99.000","6.000","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0Z170","2019-07-03 00:00:00","199.000","49.000","1.900","27.700","0.750","986.500","-99.000","3.000","-99.000","-99.000","-99.000","32.200","","25.400",""
"C0Z100","2019-07-03 00:00:00","36.000","238.000","0.300","26.200","0.950","1004.800","-99.000","7.500","-99.000","-99.000","-99.000","32.400","","25.000",""
"C0U710","2019-07-03 00:00:00","1942.000","0.000","0.000","17.000","0.990","806.700","-99.000","29.000","-99.000","-99.000","-99.000","21.900","","15.600",""
"C0V500","2019-07-03 00:00:00","6.000","182.000","0.500","28.000","0.930","1006.900","-99.000","33.500","-99.000","-99.000","-99.000","28.800","","25.900",""
"CM0160","2019-07-03 00:00:00","196.000","0.000","0.100","25.900","0.860","990.400","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.700",""
"C0V350","2019-07-03 00:00:00","36.000","108.000","0.800","25.200","1.000","1005.100","-99.000","37.500","-99.000","-99.000","-99.000","30.900","","24.600",""
"C0W120","2019-07-03 00:00:00","58.000","182.000","3.700","25.800","0.950","1000.200","-99.000","64.500","-99.000","-99.000","-99.000","28.100","","24.300",""
"C0R470","2019-07-03 00:00:00","103.000","94.000","1.200","25.500","0.990","997.200","-99.000","60.500","-99.000","-99.000","-99.000","31.900","","25.200",""
"C0M770","2019-07-03 00:00:00","164.000","183.000","2.900","24.300","0.990","989.100","-99.000","14.000","-99.000","-99.000","-99.000","31.900","","24.300",""
"C0A9B0","2019-07-03 00:00:00","7.000","0.000","0.000","26.500","0.940","1005.800","-99.000","72.500","-99.000","-99.000","-99.000","33.400","","26.500",""
"C0F9Y0","2019-07-03 00:00:00","3313.000","214.000","1.300","11.100","1.000","687.100","-99.000","22.000","-99.000","-99.000","-99.000","17.400","","9.400",""
"C0R160","2019-07-03 00:00:00","45.000","140.000","2.000","25.000","0.990","-99.000","-99.000","63.000","-99.000","-99.000","-99.000","30.600","","24.700",""
"C0F9S0","2019-07-03 00:00:00","43.000","220.000","2.000","29.800","0.680","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","28.600",""
"C0M820","2019-07-03 00:00:00","980.000","0.000","0.000","20.900","0.910","903.300","-99.000","5.500","-99.000","-99.000","-99.000","25.600","","20.500",""
"C0G870","2019-07-03 00:00:00","12.000","201.000","4.700","25.900","0.980","1007.100","-99.000","3.000","-99.000","-99.000","-99.000","32.900","","25.900",""
"C0R530","2019-07-03 00:00:00","16.000","195.000","6.500","28.400","0.990","1005.600","-99.000","59.000","-99.000","-99.000","-99.000","29.400","","24.600",""
"C0O840","2019-07-03 00:00:00","134.000","145.000","3.100","24.800","1.000","991.900","-99.000","17.500","-99.000","-99.000","-99.000","29.200","","24.600",""
"C0A890","2019-07-03 00:00:00","40.000","0.000","0.100","26.300","0.990","1001.700","-99.000","16.000","-99.000","-99.000","-99.000","32.200","","26.300",""
"C0A660","2019-07-03 00:00:00","97.000","0.000","0.000","25.500","0.970","995.900","-99.000","36.000","-99.000","-99.000","-99.000","32.900","","25.200",""
"C0T9H0","2019-07-03 00:00:00","725.000","228.000","5.300","23.800","0.860","929.000","-99.000","1.000","10.300","244.000","","27.100","","21.400",""
"C0R270","2019-07-03 00:00:00","51.000","176.000","7.100","26.600","1.000","1000.500","-99.000","46.000","12.600","193.000","","26.900","","24.400",""
"C0O980","2019-07-03 00:00:00","18.000","117.000","1.200","25.500","0.990","1006.500","-99.000","39.000","-99.000","-99.000","-99.000","30.800","","25.200",""
"C0T9I0","2019-07-03 00:00:00","152.000","0.000","0.200","25.500","0.840","991.100","-99.000","1.500","-99.000","-99.000","-99.000","29.800","","24.400",""
"C0V760","2019-07-03 00:00:00","30.000","123.000","0.600","27.200","0.930","1004.900","-99.000","40.000","-99.000","-99.000","-99.000","31.000","","25.900",""
"C0R570","2019-07-03 00:00:00","37.000","78.000","2.100","25.400","0.950","1003.000","-99.000","80.000","-99.000","-99.000","-99.000","31.100","","24.400",""
"C0O900","2019-07-03 00:00:00","9.000","139.000","2.900","25.800","0.990","1006.700","-99.000","36.000","-99.000","-99.000","-99.000","30.800","","25.400",""
"C0AD00","2019-07-03 00:00:00","86.000","99.000","1.000","27.000","0.990","997.500","-99.000","12.000","-99.000","-99.000","-99.000","31.800","","26.800",""
"C0V700","2019-07-03 00:00:00","24.000","188.000","2.500","28.400","0.880","1004.100","-99.000","36.000","-99.000","-99.000","-99.000","29.900","","26.300",""
"C0AH00","2019-07-03 00:00:00","38.000","63.000","1.300","25.900","1.000","1002.900","-99.000","115.000","-99.000","-99.000","-99.000","34.200","","25.900",""
"C0X080","2019-07-03 00:00:00","2.000","131.000","2.200","25.700","1.000","1006.800","-99.000","19.000","-99.000","-99.000","-99.000","31.300","","25.200",""
"CM0150","2019-07-03 00:00:00","11.000","211.000","2.300","25.600","0.890","1007.400","-99.000","42.500","9.600","193.000","","29.600","","25.300",""
"C0I480","2019-07-03 00:00:00","2165.000","319.000","0.700","14.400","0.990","787.800","-99.000","13.500","-99.000","-99.000","-99.000","21.500","","14.400",""
"C0A860","2019-07-03 00:00:00","362.000","201.000","1.300","23.500","0.990","967.000","-99.000","115.000","-99.000","-99.000","-99.000","31.800","","23.500",""
"C0U940","2019-07-03 00:00:00","25.000","239.000","0.700","26.400","0.990","1005.000","-99.000","7.500","-99.000","-99.000","-99.000","35.200","","26.300",""
"C0V260","2019-07-03 00:00:00","126.000","140.000","1.900","25.800","0.920","994.500","-99.000","77.500","-99.000","-99.000","-99.000","31.800","","25.300",""
"C0H990","2019-07-03 00:00:00","3076.000","232.000","3.000","11.300","0.990","706.300","-99.000","16.500","-99.000","-99.000","-99.000","17.500","","10.900",""
"C0F9K0","2019-07-03 00:00:00","30.000","198.000","3.200","28.700","0.740","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","28.100",""
"C0AH90","2019-07-03 00:00:00","660.000","0.000","0.000","23.600","0.990","937.100","-99.000","29.000","-99.000","-99.000","-99.000","31.100","","23.300",""
"C0W150","2019-07-03 00:00:00","42.000","219.000","0.900","27.100","0.950","1001.400","-99.000","1.500","-99.000","-99.000","-99.000","31.500","","26.900",""
"C0F000","2019-07-03 00:00:00","273.000","230.000","1.600","26.400","0.970","975.400","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.800",""
"C0K410","2019-07-03 00:00:00","20.000","162.000","4.700","25.300","0.950","1004.500","-99.000","10.500","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0R140","2019-07-03 00:00:00","740.000","81.000","0.700","21.500","1.000","930.200","-99.000","76.500","-99.000","-99.000","-99.000","25.100","","21.300",""
"C0V800","2019-07-03 00:00:00","256.000","341.000","0.900","23.800","0.990","978.300","-99.000","44.000","-99.000","-99.000","-99.000","30.300","","23.800",""
"C0S830","2019-07-03 00:00:00","288.000","21.000","0.900","27.100","0.750","976.300","-99.000","4.500","-99.000","-99.000","-99.000","32.200","","23.700",""
"C0V640","2019-07-03 00:00:00","35.000","120.000","1.200","27.800","0.890","1003.400","-99.000","36.000","-99.000","-99.000","-99.000","30.400","","26.400",""
"C0AH80","2019-07-03 00:00:00","68.000","119.000","0.800","25.600","0.990","999.000","-99.000","71.000","-99.000","-99.000","-99.000","33.000","","25.600",""
"C0K250","2019-07-03 00:00:00","12.000","187.000","4.200","25.100","0.970","1006.400","-99.000","3.500","-99.000","-99.000","-99.000","32.800","","25.100",""
"C0I410","2019-07-03 00:00:00","180.000","282.000","0.700","27.600","0.800","987.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.900",""
"C0M410","2019-07-03 00:00:00","245.000","112.000","1.700","23.800","1.000","977.600","-99.000","35.500","-99.000","-99.000","-99.000","28.800","","23.700",""
"C0F9Z0","2019-07-03 00:00:00","3193.000","178.000","1.200","11.300","1.000","696.800","-99.000","11.500","-99.000","-99.000","-99.000","18.400","","10.800",""
"C0G810","2019-07-03 00:00:00","26.000","209.000","4.800","28.000","0.710","1002.700","-99.000","0.000","15.100","199.000","","33.100","","27.700",""
"C0U650","2019-07-03 00:00:00","442.000","305.000","1.900","24.300","0.990","958.700","-99.000","25.000","-99.000","-99.000","-99.000","32.600","","24.000",""
"C0D660","2019-07-03 00:00:00","65.000","250.000","0.600","26.500","0.920","999.000","-99.000","37.500","-99.000","-99.000","-99.000","32.500","","25.100",""
"C0E540","2019-07-03 00:00:00","32.000","223.000","1.100","27.700","0.790","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.000",""
"C0W170","2019-07-03 00:00:00","42.000","193.000","0.800","26.900","0.930","1000.400","-99.000","15.500","-99.000","-99.000","-99.000","28.000","","26.000",""
"C0Z150","2019-07-03 00:00:00","27.000","0.000","0.000","27.100","0.910","1005.100","-99.000","10.500","-99.000","-99.000","-99.000","30.200","","25.700",""
"C0S840","2019-07-03 00:00:00","22.000","211.000","0.900","25.500","0.960","1007.600","-99.000","106.000","-99.000","-99.000","-99.000","29.000","","25.000",""
"C0H9A0","2019-07-03 00:00:00","1595.000","264.000","0.700","18.200","0.990","843.700","-99.000","4.500","-99.000","-99.000","-99.000","24.200","","17.500",""
"C0Z300","2019-07-03 00:00:00","182.000","186.000","0.300","27.200","0.850","988.300","-99.000","4.000","5.700","201.000","","30.600","","24.900",""
"C0G730","2019-07-03 00:00:00","27.000","193.000","4.400","25.700","0.960","1005.300","-99.000","0.500","-99.000","-99.000","-99.000","32.100","","25.700",""
"C0V730","2019-07-03 00:00:00","33.000","159.000","1.600","27.600","0.960","1004.600","-99.000","47.000","-99.000","-99.000","-99.000","29.600","","25.100",""
"C0S900","2019-07-03 00:00:00","27.000","162.000","7.800","29.400","0.790","1006.200","-99.000","100.500","-99.000","-99.000","-99.000","30.000","","25.300",""
"C0C480","2019-07-03 00:00:00","105.000","108.000","0.300","26.300","0.940","994.800","-99.000","175.000","-99.000","-99.000","-99.000","32.800","","25.300",""
"C0V720","2019-07-03 00:00:00","15.000","201.000","2.800","29.200","0.850","1006.000","-99.000","45.500","-99.000","-99.000","-99.000","30.000","","25.600",""
"C0UA60","2019-07-03 00:00:00","566.000","284.000","1.500","23.500","0.990","945.100","-99.000","3.500","-99.000","-99.000","-99.000","29.800","","22.700",""
"C0A980","2019-07-03 00:00:00","11.000","145.000","0.900","26.100","0.990","1006.200","-99.000","65.500","-99.000","-99.000","-99.000","33.000","","26.100",""
"C0C670","2019-07-03 00:00:00","250.000","0.000","0.200","25.100","0.910","979.000","-99.000","185.500","-99.000","-99.000","-99.000","32.300","","23.600",""
"C0K550","2019-07-03 00:00:00","15.000","144.000","1.900","25.100","0.990","1006.100","-99.000","23.000","-99.000","-99.000","-99.000","31.700","","25.000",""
"C0R350","2019-07-03 00:00:00","35.000","220.000","4.100","27.300","-99.000","1003.600","-99.000","82.000","-99.000","-99.000","-99.000","29.100","","25.000",""
"C0T9F0","2019-07-03 00:00:00","251.000","266.000","1.500","25.100","0.900","980.300","-99.000","8.500","-99.000","-99.000","-99.000","29.800","","23.800",""
"C0D390","2019-07-03 00:00:00","146.000","0.000","0.000","24.800","0.980","988.700","-99.000","92.000","-99.000","-99.000","-99.000","32.800","","24.100",""
"C0E430","2019-07-03 00:00:00","258.000","188.000","1.300","24.300","0.970","981.000","-99.000","22.500","-99.000","-99.000","-99.000","33.500","","23.600",""
"C0O990","2019-07-03 00:00:00","18.000","128.000","1.400","25.700","0.990","1005.100","-99.000","40.500","-99.000","-99.000","-99.000","30.600","","25.100",""
"CM0010","2019-07-03 00:00:00","68.000","47.000","2.100","26.100","0.900","1000.000","-99.000","83.500","-99.000","-99.000","-99.000","33.100","","26.100",""
"C0AD40","2019-07-03 00:00:00","32.000","42.000","1.200","25.700","0.980","1003.600","-99.000","126.500","-99.000","-99.000","-99.000","32.900","","25.500",""
"C0S660","2019-07-03 00:00:00","794.000","211.000","0.800","22.100","0.990","923.100","-99.000","4.500","-99.000","-99.000","-99.000","27.100","","21.400",""
"C0M640","2019-07-03 00:00:00","155.000","0.000","0.200","24.500","0.990","990.600","-99.000","15.000","-99.000","-99.000","-99.000","32.000","","24.500",""
"C0UA10","2019-07-03 00:00:00","1711.000","311.000","0.400","17.800","1.000","830.500","-99.000","34.500","-99.000","-99.000","-99.000","25.300","","17.100",""
"C0V770","2019-07-03 00:00:00","26.000","136.000","0.800","26.600","0.960","1004.500","-99.000","47.500","-99.000","-99.000","-99.000","29.600","","25.300",""
"C0E730","2019-07-03 00:00:00","26.000","258.000","0.500","29.100","0.710","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","35.200","","26.000",""
"C0V810","2019-07-03 00:00:00","32.000","152.000","2.800","27.700","0.930","1002.600","-99.000","33.500","-99.000","-99.000","-99.000","29.300","","26.000",""
"C0A9C0","2019-07-03 00:00:00","35.000","217.000","0.900","26.500","0.930","1003.300","-99.000","58.500","-99.000","-99.000","-99.000","33.000","","26.300",""
"C0X310","2019-07-03 00:00:00","9.000","167.000","5.500","28.200","0.860","1006.700","-99.000","36.000","-99.000","-99.000","-99.000","29.900","","25.600",""
"C0K280","2019-07-03 00:00:00","23.000","174.000","3.000","25.000","0.990","1007.100","-99.000","14.500","-99.000","-99.000","-99.000","32.100","","24.900",""
"C0M650","2019-07-03 00:00:00","20.000","141.000","4.100","25.400","0.950","1005.600","-99.000","20.000","-99.000","-99.000","-99.000","30.900","","24.900",""
"C0S910","2019-07-03 00:00:00","212.000","268.000","0.800","27.000","0.900","985.500","-99.000","79.000","-99.000","-99.000","-99.000","27.900","","24.000",""
"C0D570","2019-07-03 00:00:00","15.000","0.000","0.200","27.000","0.890","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.600",""
"C0M710","2019-07-03 00:00:00","15.000","161.000","6.700","26.400","0.920","1005.700","-99.000","13.500","-99.000","-99.000","-99.000","30.700","","26.000",""
"C0V490","2019-07-03 00:00:00","20.000","159.000","2.500","27.900","0.990","1005.600","-99.000","39.000","-99.000","-99.000","-99.000","29.400","","26.300",""
"C0E870","2019-07-03 00:00:00","34.000","246.000","1.900","29.200","0.670","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","26.000",""
"C0M800","2019-07-03 00:00:00","440.000","4.000","0.900","23.100","1.000","960.600","-99.000","11.500","-99.000","-99.000","-99.000","28.300","","23.100",""
"C0A570","2019-07-03 00:00:00","360.000","0.000","0.000","24.500","1.000","967.800","-99.000","34.500","-99.000","-99.000","-99.000","31.100","","24.300",""
"C0S790","2019-07-03 00:00:00","236.000","238.000","2.100","24.300","0.990","983.400","-99.000","45.000","7.700","239.000","","29.000","","23.900",""
"C0D590","2019-07-03 00:00:00","143.000","225.000","0.800","26.400","0.900","991.500","-99.000","18.000","-99.000","-99.000","-99.000","32.300","","24.800",""
"C0U990","2019-07-03 00:00:00","31.000","277.000","1.300","27.000","0.950","1004.300","-99.000","12.500","-99.000","-99.000","-99.000","32.800","","26.600",""
"C0M700","2019-07-03 00:00:00","150.000","171.000","2.000","24.400","0.990","992.300","-99.000","12.500","-99.000","-99.000","-99.000","31.500","","24.400",""
"C0A970","2019-07-03 00:00:00","96.000","181.000","5.400","26.300","0.940","996.900","-99.000","0.500","-99.000","-99.000","-99.000","29.300","","26.100",""
"CM0110","2019-07-03 00:00:00","7.000","242.000","5.300","27.000","0.820","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","27.000",""
"C0X250","2019-07-03 00:00:00","33.000","146.000","1.300","25.400","1.000","1003.900","-99.000","27.500","-99.000","-99.000","-99.000","31.100","","25.000",""
"C0K520","2019-07-03 00:00:00","10.000","154.000","5.400","24.900","1.000","1005.500","-99.000","17.500","-99.000","-99.000","-99.000","31.000","","24.900",""
"C0Z200","2019-07-03 00:00:00","153.000","161.000","0.900","25.900","0.990","991.100","-99.000","2.000","-99.000","-99.000","-99.000","31.000","","24.400",""
"C0V790","2019-07-03 00:00:00","410.000","25.000","2.600","23.400","0.980","962.800","-99.000","27.000","-99.000","-99.000","-99.000","28.600","","23.400",""
"C0G860","2019-07-03 00:00:00","45.000","191.000","3.400","28.500","0.740","1001.000","-99.000","0.000","10.900","212.000","","33.700","","27.700",""
"C0F0A0","2019-07-03 00:00:00","3587.000","-99.000","-99.000","9.400","0.990","664.600","-99.000","8.000","-99.000","-99.000","-99.000","14.000","","8.900",""
"C0Z250","2019-07-03 00:00:00","1124.000","192.000","0.400","20.600","0.990","887.500","-99.000","1.500","-99.000","-99.000","-99.000","25.800","","19.700",""
"C0K440","2019-07-03 00:00:00","35.000","185.000","6.600","24.900","0.970","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.900",""
"C0T900","2019-07-03 00:00:00","160.000","0.000","0.000","25.600","0.880","988.200","-99.000","3.000","-99.000","-99.000","-99.000","31.800","","24.100",""
"C0F9V0","2019-07-03 00:00:00","525.000","216.000","1.800","25.300","0.830","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","24.800",""
"C0UA20","2019-07-03 00:00:00","2619.000","211.000","2.700","13.400","1.000","737.600","-99.000","12.500","-99.000","-99.000","-99.000","19.100","","12.900",""
"C0M850","2019-07-03 00:00:00","695.000","0.000","0.000","21.800","0.990","931.700","-99.000","30.000","-99.000","-99.000","-99.000","26.100","","21.600",""
"C0G790","2019-07-03 00:00:00","27.000","219.000","2.100","28.800","0.770","1006.700","-99.000","0.000","7.300","219.000","","34.500","","28.100",""
"C0C620","2019-07-03 00:00:00","19.000","132.000","0.700","26.500","0.960","1003.100","-99.000","40.000","-99.000","-99.000","-99.000","33.100","","25.500",""
"C0I360","2019-07-03 00:00:00","300.000","53.000","0.900","26.500","0.810","973.000","-99.000","12.000","-99.000","-99.000","-99.000","30.900","","25.100",""
"C0R370","2019-07-03 00:00:00","55.000","0.000","0.200","25.100","-99.000","1003.400","-99.000","-99.000","-99.000","-99.000","-99.000","26.700","","23.500",""
"C0M810","2019-07-03 00:00:00","1354.000","0.000","0.200","18.700","0.990","864.200","-99.000","9.000","-99.000","-99.000","-99.000","22.900","","18.500",""
"C0AC80","2019-07-03 00:00:00","40.000","71.000","1.800","25.800","0.990","1002.400","-99.000","94.000","-99.000","-99.000","-99.000","32.900","","25.800",""
"CM0140","2019-07-03 00:00:00","26.000","233.000","4.100","29.400","0.750","1005.400","-99.000","3.500","10.400","233.000","","29.600","","25.600",""
"C0K490","2019-07-03 00:00:00","91.000","195.000","2.900","24.500","0.980","997.200","-99.000","6.000","8.500","188.000","","32.400","","24.500",""
"C0V820","2019-07-03 00:00:00","441.000","0.000","0.200","23.000","0.990","961.900","-99.000","25.000","-99.000","-99.000","-99.000","28.400","","22.900",""
"C0S810","2019-07-03 00:00:00","65.000","212.000","3.800","28.500","0.800","1002.700","-99.000","9.500","10.300","201.000","","30.600","","24.800",""
"C0R580","2019-07-03 00:00:00","10.000","185.000","4.300","28.400","1.000","1006.300","-99.000","81.000","-99.000","-99.000","-99.000","30.200","","24.200",""
"C0Z330","2019-07-03 00:00:00","488.000","209.000","1.600","23.900","0.910","955.300","-99.000","6.000","-99.000","-99.000","-99.000","30.600","","22.800",""
"C0E590","2019-07-03 00:00:00","40.000","209.000","1.400","28.900","0.770","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","27.800",""
"C0D540","2019-07-03 00:00:00","227.000","206.000","0.700","24.400","0.970","982.200","-99.000","19.000","-99.000","-99.000","-99.000","32.600","","23.200",""
"C0K420","2019-07-03 00:00:00","42.000","209.000","5.100","26.200","0.950","1002.800","-99.000","0.500","-99.000","-99.000","-99.000","32.700","","26.200",""
